Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
487,6.7,0.4,9.0,5.7,2.2,2.63,Moderate,24,Male,Full-time,Gustavo A. Madero,No,No,Yes
488,5.4,2.0,9.0,4.2,3.4,2.85,Low,25,Male,Not working,Gustavo A. Madero,No,No,No
489,5.3,0.3,7.0,1.8,9.6,2.64,Low,24,Female,Full-time,Venustiano Carranza,No,No,No
490,9.0,3.7,7.0,3.9,0.4,3.16,High,21,Female,Not working,Tlalpan,Yes,No,Yes
491,6.6,1.9,6.1,3.8,5.6,3.0,Moderate,21,Female,Not working,Tlalpan,Yes,Yes,Yes
492,6.8,2.6,5.6,5.3,3.7,3.08,High,21,Female,Not working,Miguel Hidalgo,Yes,Yes,Yes
493,7.5,1.8,7.9,3.7,3.1,3.17,Moderate,25,Female,Part-time,Coyoacan,Yes,No,Yes
494,6.2,2.9,9.1,4.7,1.1,2.83,Moderate,22,Female,Part-time,Iztapalapa,Yes,Yes,No
495,7.8,2.1,5.7,4.7,3.7,3.16,High,22,Female,Part-time,Tlahuac,Yes,Yes,Yes
496,6.4,0.5,8.1,0.3,8.7,2.61,Moderate,22,Female,Not working,Tlalpan,No,No,No
497,8.7,1.3,5.0,3.1,5.9,3.24,High,23,Female,Not working,Cuauhtemoc,Yes,Yes,Yes
498,9.2,0.0,6.2,4.4,4.2,3.41,High,21,Male,Part-time,Iztapalapa,Yes,Yes,No
499,6.6,0.4,6.8,1.6,8.6,2.89,Moderate,22,Male,Not working,Iztapalapa,Yes,Yes,No
500,8.9,3.6,7.2,3.9,0.4,3.51,High,21,Female,Not working,Tlalpan,Yes,No,No
501,6.9,3.9,5.4,4.1,3.7,2.55,High,20,Female,Not working,Iztapalapa,Yes,No,No
502,8.2,2.8,5.0,1.0,7.0,3.2,High,23,Male,Part-time,Tlalpan,Yes,Yes,No
503,8.6,2.7,9.8,2.2,0.7,3.31,High,24,Female,Not working,Iztapalapa,Yes,No,No
504,6.5,0.4,8.9,3.9,4.3,3.01,Moderate,24,Male,Part-time,Iztapalapa,No,No,Yes
505,5.2,1.4,9.8,3.0,4.6,2.49,Low,25,Male,Full-time,Venustiano Carranza,Yes,Yes,No
506,6.0,1.5,6.8,0.3,9.4,2.44,Moderate,24,Female,Not working,Coyoacan,Yes,Yes,Yes
507,8.8,1.7,9.1,3.7,0.7,3.44,High,22,Female,Part-time,Iztacalco,Yes,No,Yes
508,7.4,3.5,6.1,4.1,2.9,2.88,Moderate,23,Male,Full-time,Tlalpan,No,No,Yes
509,8.0,1.2,5.7,3.9,5.2,3.03,High,22,Male,Part-time,Gustavo A. Madero,Yes,Yes,No
510,8.2,1.6,8.6,1.1,4.5,3.46,High,24,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
511,9.5,1.1,6.8,0.3,6.3,3.43,High,22,Male,Part-time,Cuajimalpa de Morelos,No,Yes,Yes
512,6.3,3.3,5.1,2.3,7.0,2.74,High,20,Female,Part-time,Tlalpan,Yes,Yes,Yes
513,6.7,0.1,5.6,2.5,9.1,2.49,High,22,Male,Part-time,Alvaro Obregon,Yes,Yes,No
514,7.7,2.4,5.0,2.8,6.1,3.12,High,23,Male,Not working,Alvaro Obregon,Yes,Yes,Yes
515,9.8,2.1,8.4,1.2,2.5,3.61,High,21,Female,Not working,Gustavo A. Madero,No,No,No
516,7.6,3.9,5.6,0.1,6.8,3.28,High,23,Male,Not working,Tlahuac,Yes,Yes,No
517,8.9,3.2,5.6,1.6,4.7,3.36,High,24,Male,Not working,Miguel Hidalgo,Yes,No,Yes
518,6.7,1.5,5.0,1.8,9.0,3.31,High,21,Male,Part-time,Alvaro Obregon,Yes,Yes,No
519,8.2,3.9,9.2,0.1,2.6,3.26,High,24,Male,Not working,Coyoacan,Yes,No,No
520,8.9,1.8,7.0,1.8,4.5,3.38,High,24,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
521,5.3,0.9,6.2,2.9,8.7,2.76,Low,21,Male,Part-time,Iztacalco,Yes,No,No
522,5.3,3.8,9.7,4.1,1.1,3.13,Low,22,Female,Part-time,Coyoacan,No,No,Yes
523,10.0,2.2,9.8,0.2,1.8,3.25,High,21,Female,Part-time,Cuauhtemoc,Yes,No,Yes
524,6.0,0.6,8.1,4.7,4.6,2.78,Moderate,22,Male,Part-time,Benito Juarez,Yes,No,No
525,7.9,0.6,9.1,3.8,2.6,3.5,Moderate,22,Male,Not working,Benito Juarez,Yes,Yes,Yes
526,6.3,1.4,9.6,1.7,5.0,2.74,Moderate,24,Female,Not working,Azcapotzalco,No,Yes,No
527,7.3,3.6,8.5,0.3,4.3,2.93,Moderate,22,Female,Part-time,Alvaro Obregon,Yes,Yes,Yes
528,5.7,3.8,7.6,1.5,5.4,3.27,Low,20,Male,Full-time,Cuauhtemoc,No,No,No
529,7.5,2.7,5.4,1.6,6.8,3.09,High,20,Male,Not working,Iztapalapa,Yes,No,No
530,7.7,1.7,5.2,1.0,8.4,3.43,High,21,Male,Full-time,Benito Juarez,Yes,Yes,Yes
531,7.2,0.8,5.2,5.1,5.7,2.99,High,21,Male,Not working,Benito Juarez,Yes,Yes,Yes
532,9.8,0.8,9.8,3.6,0.0,3.59,High,23,Male,Part-time,Iztacalco,Yes,Yes,Yes
533,8.6,3.9,7.8,1.0,2.7,3.69,High,23,Male,Not working,Iztacalco,Yes,No,Yes
534,5.4,2.5,9.9,1.1,5.1,2.54,Low,20,Male,Part-time,Benito Juarez,No,No,No
535,9.0,3.6,9.7,1.6,0.1,3.44,High,23,Female,Not working,Azcapotzalco,Yes,Yes,No
536,8.8,0.6,7.4,4.3,2.9,3.32,High,22,Female,Not working,Benito Juarez,Yes,Yes,Yes
537,6.2,2.6,8.3,1.0,5.9,3.23,Moderate,22,Male,Not working,Cuauhtemoc,Yes,No,Yes
538,7.5,0.0,5.0,2.1,9.4,3.2,High,22,Male,Not working,Iztacalco,Yes,No,No
539,9.6,0.9,8.2,1.2,4.1,3.62,High,24,Female,Not working,Tlalpan,Yes,Yes,No
540,8.6,0.4,7.1,0.2,7.7,3.2,High,23,Female,Not working,Cuauhtemoc,Yes,No,No
541,7.4,2.6,5.6,1.7,6.7,3.26,High,23,Male,Full-time,Iztapalapa,Yes,Yes,No
542,10.0,0.2,8.8,1.9,3.1,3.46,High,24,Male,Full-time,Gustavo A. Madero,No,No,Yes
543,7.0,3.0,9.6,4.2,0.2,2.68,Moderate,23,Male,Full-time,Gustavo A. Madero,No,No,Yes
544,8.9,1.0,7.8,2.2,4.1,3.54,High,23,Male,Part-time,Iztapalapa,No,No,No
545,8.3,1.0,6.0,5.5,3.2,3.25,High,23,Male,Not working,Tlalpan,Yes,No,No
546,6.1,0.2,5.2,1.1,11.4,2.72,High,22,Male,Not working,Benito Juarez,Yes,No,No
547,9.3,1.1,9.8,2.2,1.6,3.79,High,21,Male,Part-time,Xochimilco,Yes,No,No
548,7.6,3.0,6.4,2.1,4.9,2.83,Moderate,25,Male,Full-time,Tlahuac,Yes,No,No
549,9.5,3.8,9.5,0.5,0.7,3.4,High,24,Male,Not working,Iztapalapa,No,No,No
550,7.5,0.8,8.0,1.1,6.6,3.43,Moderate,21,Male,Not working,Tlalpan,Yes,Yes,Yes
551,6.7,3.4,6.0,0.4,7.5,2.48,Moderate,21,Male,Not working,Iztacalco,No,No,No
552,9.1,3.3,6.7,3.4,1.5,3.4,High,21,Female,Not working,Iztacalco,Yes,Yes,No
553,8.9,2.6,5.8,5.3,1.4,2.98,High,20,Female,Part-time,Cuajimalpa de Morelos,Yes,Yes,No
554,7.1,0.2,5.6,4.6,6.5,3.13,High,23,Male,Not working,Coyoacan,Yes,No,Yes
555,5.0,1.7,7.6,0.3,9.4,2.53,Low,25,Male,Not working,Azcapotzalco,No,No,Yes
556,6.2,0.0,8.6,5.8,3.4,2.71,Moderate,23,Male,Full-time,Iztapalapa,Yes,No,Yes
557,6.1,2.7,8.7,5.1,1.4,2.57,Moderate,25,Male,Full-time,Miguel Hidalgo,Yes,No,Yes
558,6.6,2.9,9.1,1.0,4.4,2.85,Moderate,22,Male,Not working,Tlahuac,No,No,Yes
559,6.9,3.6,9.0,4.4,0.1,2.92,Moderate,23,Female,Part-time,Iztapalapa,Yes,No,No
560,8.0,2.6,5.4,3.3,4.7,3.48,High,21,Male,Part-time,Cuauhtemoc,Yes,Yes,No
561,8.5,0.7,8.9,3.4,2.5,3.41,High,23,Male,Not working,Alvaro Obregon,Yes,Yes,Yes
562,6.5,2.9,8.8,0.6,5.2,2.67,Moderate,24,Female,Part-time,Iztapalapa,Yes,No,Yes
563,7.6,2.0,6.8,5.6,2.0,3.25,Moderate,24,Male,Not working,Xochimilco,No,No,No
564,8.6,1.8,9.6,2.8,1.2,3.47,High,24,Female,Part-time,Gustavo A. Madero,Yes,Yes,Yes
565,8.6,3.4,6.4,4.5,1.1,3.18,High,22,Male,Full-time,Iztacalco,Yes,Yes,Yes
566,6.7,3.9,9.3,2.9,1.2,2.78,Moderate,24,Male,Part-time,Iztapalapa,Yes,No,Yes
567,8.6,2.2,9.7,1.7,1.8,3.07,High,25,Female,Part-time,Venustiano Carranza,Yes,Yes,Yes
568,8.9,2.9,6.9,0.1,5.2,3.26,High,23,Female,Full-time,Iztacalco,Yes,Yes,No
569,9.2,0.0,8.5,5.8,0.5,3.08,High,20,Female,Not working,Tlalpan,Yes,Yes,No
570,8.5,3.3,7.7,4.4,0.1,3.2,High,23,Female,Part-time,Magdalena Contreras,Yes,Yes,No
571,5.3,2.0,8.6,5.2,2.9,2.89,Low,23,Male,Not working,Cuauhtemoc,Yes,No,No
572,7.8,1.6,5.7,5.2,3.7,3.06,High,21,Female,Not working,Xochimilco,Yes,Yes,No
573,5.8,1.2,6.5,5.2,5.3,3.08,Low,21,Male,Full-time,Coyoacan,No,No,Yes
574,6.3,2.5,7.9,5.0,2.3,3.07,Moderate,21,Male,Not working,Iztapalapa,Yes,No,No
575,9.5,0.0,8.4,0.3,5.8,3.07,High,24,Male,Full-time,Iztapalapa,Yes,No,No
576,6.5,1.4,8.1,2.0,6.0,3.06,Moderate,23,Male,Not working,Cuajimalpa de Morelos,No,No,Yes
577,8.7,1.6,5.3,4.7,3.7,3.2,High,25,Female,Part-time,Coyoacan,Yes,Yes,No
578,8.4,1.3,5.3,2.2,6.8,2.92,High,20,Male,Part-time,Milpa Alta,Yes,No,No
579,9.7,2.6,8.4,2.1,1.2,3.38,High,23,Female,Not working,Cuauhtemoc,No,No,Yes
580,8.8,0.4,6.4,1.7,6.7,3.05,High,25,Male,Full-time,Xochimilco,Yes,Yes,Yes
581,7.2,3.9,5.3,3.1,4.5,3.03,High,25,Female,Full-time,Cuauhtemoc,Yes,No,Yes
582,8.7,2.8,7.1,1.9,3.5,3.12,High,22,Female,Part-time,Xochimilco,Yes,Yes,No
583,7.0,1.1,6.0,2.9,7.0,2.87,Moderate,25,Male,Full-time,Iztapalapa,Yes,No,No
584,8.3,3.9,8.0,0.3,3.5,3.04,High,24,Female,Not working,Xochimilco,Yes,No,Yes
585,5.4,3.8,6.5,0.6,7.7,3.14,Low,24,Male,Full-time,Iztapalapa,No,No,No
586,8.2,1.1,5.1,5.8,3.8,3.5,High,23,Male,Part-time,Tlalpan,No,Yes,No
587,6.3,2.7,8.5,3.7,2.8,2.72,Moderate,24,Female,Full-time,Benito Juarez,No,No,No
588,8.0,3.5,9.7,0.3,2.5,3.02,Moderate,24,Female,Full-time,Cuajimalpa de Morelos,No,Yes,Yes
589,5.8,3.8,8.7,5.0,0.7,2.95,Low,22,Female,Part-time,Magdalena Contreras,Yes,No,Yes
590,8.5,2.7,7.0,0.1,5.7,3.01,High,20,Female,Not working,Miguel Hidalgo,Yes,Yes,No
591,7.9,1.0,7.3,5.7,2.1,3.41,Moderate,24,Female,Not working,Tlalpan,No,No,Yes
592,5.9,2.7,9.9,0.6,4.9,2.82,Low,24,Male,Part-time,Milpa Alta,No,No,No
593,5.0,1.7,5.5,4.5,7.3,2.72,High,24,Male,Not working,Benito Juarez,Yes,No,Yes
594,6.3,1.7,8.6,0.1,7.3,3.11,Moderate,22,Male,Full-time,Gustavo A. Madero,No,No,Yes
595,7.9,2.5,8.2,1.3,4.1,3.08,Moderate,22,Male,Part-time,Venustiano Carranza,No,No,Yes
596,6.0,3.5,8.7,0.1,5.7,2.95,Moderate,20,Male,Not working,Xochimilco,No,Yes,No
597,6.2,0.9,6.4,1.5,9.0,2.92,Moderate,25,Female,Full-time,Cuauhtemoc,Yes,No,No
598,8.7,2.4,8.4,0.4,4.1,3.16,High,22,Female,Not working,Tlalpan,No,No,No
599,9.8,3.4,9.0,1.5,0.3,3.49,High,24,Female,Part-time,Iztapalapa,Yes,Yes,Yes
600,6.0,2.5,8.7,4.4,2.4,3.05,Moderate,22,Female,Not working,Gustavo A. Madero,No,No,Yes
601,7.6,0.3,6.9,5.5,3.7,3.35,Moderate,20,Female,Full-time,Iztapalapa,No,No,Yes
602,6.3,1.5,9.5,4.0,2.7,3.42,Moderate,24,Male,Part-time,Alvaro Obregon,Yes,No,Yes
603,8.9,1.8,8.2,1.3,3.8,3.21,High,24,Male,Not working,Cuauhtemoc,No,No,No
604,7.2,2.6,9.7,0.3,4.2,3.42,Moderate,25,Male,Not working,Gustavo A. Madero,No,No,Yes
605,9.1,1.2,7.2,0.1,6.4,3.37,High,22,Male,Part-time,Tlalpan,Yes,Yes,Yes
606,5.3,2.0,9.6,0.6,6.5,2.41,Low,22,Female,Full-time,Gustavo A. Madero,No,Yes,No
607,8.8,1.6,8.3,1.4,3.9,3.26,High,23,Female,Not working,Iztapalapa,Yes,No,Yes
608,5.4,0.7,8.3,5.3,4.3,2.75,Low,21,Female,Not working,Cuajimalpa de Morelos,No,No,Yes
609,9.1,2.7,5.6,1.7,4.9,3.15,High,21,Male,Part-time,Alvaro Obregon,Yes,No,No
610,7.6,2.1,6.8,2.1,5.4,2.97,Moderate,23,Female,Part-time,Gustavo A. Madero,Yes,No,Yes
611,9.1,3.2,6.5,4.8,0.4,3.34,High,22,Female,Not working,Gustavo A. Madero,Yes,Yes,Yes
612,6.8,2.0,9.7,4.8,0.7,3.09,Moderate,22,Male,Part-time,Gustavo A. Madero,No,No,No
613,5.5,1.6,7.8,3.0,6.1,2.9,Low,23,Male,Part-time,Magdalena Contreras,No,Yes,Yes
614,8.4,3.4,9.3,2.2,0.7,3.2,High,22,Female,Not working,Iztapalapa,Yes,No,No
615,7.2,2.4,5.8,4.0,4.6,3.19,High,25,Female,Not working,Alvaro Obregon,Yes,Yes,No
616,6.1,0.5,5.8,0.0,11.6,2.73,High,22,Female,Part-time,Iztacalco,Yes,No,No
617,8.6,2.9,7.6,0.8,4.1,3.15,High,25,Female,Full-time,Benito Juarez,Yes,Yes,Yes
618,5.5,0.9,7.6,3.6,6.4,2.57,Low,24,Female,Full-time,Cuauhtemoc,No,No,Yes
619,6.2,0.2,7.0,1.4,9.2,3.13,Moderate,24,Female,Not working,Venustiano Carranza,Yes,No,Yes
620,7.1,1.7,7.7,4.2,3.3,3.48,Moderate,23,Female,Full-time,Iztapalapa,No,No,Yes
621,8.5,0.7,7.5,2.5,4.8,3.34,High,22,Male,Not working,Iztapalapa,Yes,Yes,No
622,7.7,0.5,8.0,0.7,7.1,3.34,Moderate,23,Female,Part-time,Venustiano Carranza,Yes,No,No
623,6.7,0.6,8.5,1.2,7.0,3.18,Moderate,22,Female,Part-time,Azcapotzalco,No,Yes,No
624,6.0,2.0,7.1,0.1,8.8,2.85,Moderate,23,Female,Not working,Azcapotzalco,Yes,No,No
625,9.0,0.3,7.4,3.4,3.9,3.64,High,24,Female,Part-time,Coyoacan,Yes,No,No
626,6.3,0.0,8.6,3.2,5.9,3.14,Moderate,20,Male,Full-time,Miguel Hidalgo,No,No,No
627,9.2,3.3,9.2,1.1,1.2,3.6,High,21,Male,Not working,Cuauhtemoc,Yes,No,Yes
628,7.3,0.7,9.3,5.3,1.4,2.97,Moderate,21,Male,Not working,Benito Juarez,Yes,No,No
629,7.3,0.3,6.9,4.8,4.7,3.09,Moderate,23,Male,Full-time,Azcapotzalco,No,No,Yes
630,5.3,3.5,6.9,3.3,5.0,2.81,Low,23,Male,Not working,Azcapotzalco,Yes,No,Yes
631,9.8,0.3,8.2,0.4,5.3,3.71,High,22,Male,Part-time,Iztapalapa,Yes,No,Yes
632,7.2,4.0,7.8,1.6,3.4,2.98,Moderate,25,Male,Full-time,Tlalpan,Yes,No,Yes
633,6.1,1.4,6.9,0.4,9.2,2.79,Moderate,22,Male,Part-time,Azcapotzalco,Yes,No,Yes
634,8.6,2.6,8.5,0.0,4.3,2.85,High,23,Male,Full-time,Benito Juarez,Yes,No,No
635,6.1,2.6,7.4,0.0,7.9,3.03,Moderate,24,Female,Not working,Gustavo A. Madero,Yes,No,No
636,7.7,0.3,8.8,3.5,3.7,3.29,Moderate,22,Female,Not working,Iztapalapa,No,No,No
637,8.9,3.0,9.0,1.6,1.5,3.42,High,24,Female,Not working,Magdalena Contreras,No,Yes,No
638,8.1,3.0,5.8,1.2,5.9,3.04,High,22,Female,Part-time,Cuajimalpa de Morelos,Yes,No,Yes
639,9.5,3.0,9.5,1.5,0.5,3.76,High,22,Male,Part-time,Venustiano Carranza,Yes,Yes,Yes
640,9.4,2.3,8.2,0.6,3.5,3.62,High,23,Female,Not working,Tlalpan,Yes,Yes,No
641,7.4,2.9,6.4,1.2,6.1,2.89,Moderate,24,Female,Full-time,Iztapalapa,No,No,No
642,6.1,1.7,9.5,3.0,3.7,2.76,Moderate,25,Female,Part-time,Iztapalapa,No,No,Yes
643,5.9,0.3,8.5,2.3,7.0,2.99,Low,21,Female,Part-time,Iztapalapa,No,No,No
644,9.0,1.1,8.5,1.4,4.0,3.56,High,20,Male,Not working,Gustavo A. Madero,No,Yes,No
645,9.7,2.5,6.6,1.4,3.8,3.57,High,23,Male,Not working,Gustavo A. Madero,Yes,No,Yes
646,6.1,2.4,6.3,4.0,5.2,2.73,Moderate,20,Female,Part-time,Tlalpan,Yes,Yes,Yes
647,9.1,3.1,8.8,0.6,2.4,3.42,High,23,Male,Not working,Alvaro Obregon,No,No,No
648,6.8,1.7,5.2,1.6,8.7,2.91,High,23,Male,Full-time,Alvaro Obregon,No,Yes,Yes
649,5.2,3.5,6.2,3.3,5.8,2.8,Low,20,Male,Not working,Tlahuac,No,No,Yes
650,6.6,3.6,9.4,1.4,3.0,2.94,Moderate,21,Female,Full-time,Coyoacan,No,Yes,No
651,9.5,4.0,9.1,1.2,0.2,3.52,High,22,Male,Not working,Coyoacan,Yes,Yes,No
652,5.3,0.4,10.0,2.0,6.3,2.49,Low,22,Male,Not working,Xochimilco,No,No,No
653,8.7,3.2,9.3,2.8,0.0,3.1,High,22,Male,Part-time,Benito Juarez,Yes,Yes,Yes
654,5.1,1.4,8.9,3.4,5.2,2.72,Low,23,Male,Part-time,Tlalpan,Yes,No,No
655,6.6,2.6,6.2,0.1,8.5,3.11,Moderate,24,Male,Part-time,Tlahuac,No,No,No
656,8.8,0.2,9.2,3.6,2.2,3.59,High,20,Female,Full-time,Tlalpan,Yes,No,Yes
657,7.8,2.5,9.3,2.6,1.8,3.2,Moderate,24,Female,Full-time,Coyoacan,Yes,Yes,No
658,8.8,1.8,8.5,1.9,3.0,3.32,High,22,Male,Not working,Alvaro Obregon,No,Yes,Yes
659,6.1,2.4,9.6,5.5,0.4,2.99,Moderate,22,Male,Full-time,Gustavo A. Madero,No,Yes,Yes
660,6.1,4.0,9.9,2.6,1.4,2.49,Moderate,24,Male,Not working,Magdalena Contreras,Yes,Yes,Yes
661,9.0,2.9,8.0,0.2,3.9,3.74,High,22,Male,Full-time,Alvaro Obregon,Yes,Yes,Yes
662,8.4,1.5,9.7,0.7,3.7,3.16,High,21,Male,Part-time,Iztapalapa,Yes,No,No
663,7.5,2.8,8.5,3.4,1.8,2.98,Moderate,20,Male,Full-time,Coyoacan,No,Yes,No
664,8.2,2.4,5.9,4.2,3.3,3.13,High,24,Female,Not working,Xochimilco,Yes,Yes,Yes
665,7.3,2.7,9.2,0.8,4.0,3.41,Moderate,20,Female,Not working,Benito Juarez,Yes,No,No
666,9.2,3.2,9.8,1.0,0.8,3.55,High,21,Male,Part-time,Cuajimalpa de Morelos,No,No,No
667,7.4,1.6,5.8,3.4,5.8,3.19,High,20,Female,Not working,Tlahuac,Yes,Yes,No
668,7.9,2.4,6.8,0.3,6.6,3.14,Moderate,22,Female,Part-time,Iztapalapa,Yes,No,No
669,5.2,1.7,5.4,3.6,8.1,2.55,High,20,Female,Part-time,Benito Juarez,Yes,Yes,No
670,9.3,3.5,6.0,3.8,1.4,3.52,High,24,Female,Not working,Magdalena Contreras,No,No,Yes
671,6.4,3.2,10.0,0.1,4.3,3.01,Moderate,21,Female,Part-time,Benito Juarez,Yes,No,No
672,9.9,1.9,9.2,0.2,2.8,3.65,High,21,Female,Not working,Tlalpan,Yes,No,No
673,6.7,0.3,9.9,4.9,2.2,2.96,Moderate,23,Female,Not working,Benito Juarez,No,Yes,Yes
674,5.4,0.8,6.1,2.8,8.9,2.66,Low,21,Female,Part-time,Tlalpan,No,No,Yes
675,6.3,0.4,5.8,0.9,10.6,2.93,High,22,Female,Part-time,Iztacalco,Yes,No,Yes
676,6.4,3.2,6.6,1.8,6.0,3.06,Moderate,24,Female,Full-time,Azcapotzalco,Yes,No,No
677,6.2,0.5,6.3,2.1,8.9,2.84,Moderate,21,Female,Part-time,Benito Juarez,Yes,No,Yes
678,6.1,3.2,5.7,2.1,6.9,2.95,High,22,Male,Part-time,Iztacalco,Yes,Yes,No
679,9.3,0.6,5.4,2.9,5.8,3.51,High,21,Female,Not working,Iztapalapa,No,No,No
680,9.0,0.5,7.9,3.0,3.6,2.99,High,22,Male,Part-time,Tlalpan,Yes,No,Yes
681,5.7,2.5,6.4,2.9,6.5,2.84,Low,25,Female,Full-time,Gustavo A. Madero,Yes,No,Yes
682,6.5,3.3,5.3,2.5,6.4,2.81,High,20,Female,Not working,Gustavo A. Madero,No,No,No
683,7.3,2.9,7.9,3.9,2.0,3.19,Moderate,24,Female,Not working,Azcapotzalco,No,No,Yes
684,6.6,2.2,9.2,5.9,0.1,3.06,Moderate,23,Female,Full-time,Iztacalco,No,Yes,No
685,9.4,1.5,6.0,2.9,4.2,3.4,High,21,Female,Not working,Iztapalapa,Yes,No,Yes
686,7.4,3.4,6.8,5.2,1.2,3.45,Moderate,24,Male,Part-time,Coyoacan,Yes,Yes,No
687,7.0,1.3,7.3,4.6,3.8,3.0,Moderate,24,Male,Full-time,Alvaro Obregon,Yes,No,Yes
688,9.8,0.7,7.8,3.3,2.4,3.41,High,21,Female,Not working,Cuauhtemoc,Yes,No,Yes
689,7.4,2.6,6.1,3.3,4.6,3.41,Moderate,22,Female,Not working,Iztapalapa,Yes,No,Yes
690,5.7,2.3,5.9,1.7,8.4,2.62,High,22,Female,Not working,Gustavo A. Madero,Yes,No,No
691,6.1,0.7,9.1,1.7,6.4,2.69,Moderate,23,Female,Not working,Xochimilco,No,No,Yes
692,6.9,3.2,6.8,0.5,6.6,3.08,Moderate,23,Male,Full-time,Miguel Hidalgo,No,Yes,Yes
693,7.8,3.4,9.0,0.7,3.1,2.95,Moderate,22,Female,Part-time,Venustiano Carranza,No,Yes,No
694,6.1,3.5,6.2,1.6,6.6,3.05,Moderate,23,Female,Part-time,Gustavo A. Madero,No,Yes,Yes
695,5.0,3.5,9.0,3.8,2.7,2.62,Low,23,Female,Part-time,Gustavo A. Madero,No,No,Yes
696,7.3,1.4,5.5,2.9,6.9,3.19,High,25,Male,Part-time,Milpa Alta,Yes,No,Yes
697,9.6,0.2,6.5,1.2,6.5,3.5,High,21,Female,Not working,Tlalpan,Yes,No,Yes
698,7.3,1.9,8.8,0.9,5.1,3.06,Moderate,22,Female,Not working,Coyoacan,Yes,Yes,No
699,7.4,1.7,8.0,6.0,0.9,3.0,Moderate,25,Male,Not working,Xochimilco,Yes,No,No
700,9.1,0.7,5.2,1.2,7.8,3.64,High,22,Male,Part-time,Milpa Alta,Yes,No,No
701,6.7,2.0,8.1,5.5,1.7,3.11,Moderate,24,Male,Part-time,Tlalpan,No,No,Yes
702,5.3,0.1,7.8,2.6,8.2,3.58,Low,21,Male,Part-time,Iztacalco,No,No,Yes
703,9.2,0.6,5.1,2.7,6.4,3.27,High,24,Female,Part-time,Iztapalapa,Yes,No,Yes
704,8.0,1.1,5.9,2.3,6.7,3.27,High,22,Female,Part-time,Tlahuac,Yes,No,Yes
705,9.0,1.6,8.8,0.6,4.0,3.2,High,23,Male,Not working,Magdalena Contreras,Yes,No,No
706,8.4,2.3,9.6,1.4,2.3,3.41,High,22,Female,Part-time,Gustavo A. Madero,No,Yes,No
707,5.3,0.1,9.1,3.1,6.4,2.65,Low,24,Male,Full-time,Iztapalapa,No,No,Yes
708,6.7,0.1,9.8,4.0,3.4,3.15,Moderate,22,Female,Part-time,Gustavo A. Madero,No,No,Yes
709,9.7,1.1,8.1,3.5,1.6,3.63,High,22,Male,Part-time,Benito Juarez,Yes,No,Yes
710,9.7,3.5,8.7,0.6,1.5,3.36,High,23,Female,Part-time,Milpa Alta,No,No,Yes
711,6.4,3.9,5.1,4.3,4.3,3.14,High,21,Male,Part-time,Magdalena Contreras,Yes,Yes,Yes
712,10.0,1.2,6.7,0.5,5.6,3.79,High,20,Male,Part-time,Gustavo A. Madero,Yes,No,No
713,7.2,1.0,6.7,5.0,4.1,3.21,Moderate,20,Male,Part-time,Venustiano Carranza,Yes,No,Yes
714,5.3,0.4,5.8,3.6,8.9,2.76,High,21,Female,Not working,Cuauhtemoc,Yes,Yes,No
715,5.8,3.9,7.2,3.0,4.1,2.83,Low,25,Male,Part-time,Alvaro Obregon,No,Yes,Yes
716,8.3,3.0,8.8,2.3,1.6,2.92,High,25,Male,Not working,Iztapalapa,Yes,No,No
717,9.5,3.3,8.8,0.1,2.3,3.24,High,20,Male,Part-time,Venustiano Carranza,No,No,Yes
718,7.0,3.5,9.5,3.6,0.4,3.4,Moderate,23,Female,Not working,Cuauhtemoc,Yes,Yes,Yes
719,6.6,2.8,6.4,1.1,7.1,2.88,Moderate,21,Female,Part-time,Tlalpan,Yes,No,Yes
720,7.1,3.3,5.6,4.4,3.6,2.85,High,23,Female,Part-time,Miguel Hidalgo,Yes,No,Yes
721,7.7,1.2,7.5,1.8,5.8,2.88,Moderate,21,Male,Part-time,Benito Juarez,Yes,No,Yes
722,5.8,0.5,7.7,5.4,4.6,3.27,Low,23,Female,Full-time,Magdalena Contreras,No,No,Yes
723,6.7,2.9,8.3,5.6,0.5,3.06,Moderate,21,Male,Not working,Gustavo A. Madero,Yes,No,No
724,8.3,3.6,7.0,1.7,3.4,3.5,High,21,Female,Part-time,Gustavo A. Madero,No,No,No
725,5.1,3.3,9.0,0.6,6.0,2.54,Low,22,Male,Part-time,Iztapalapa,Yes,No,No
726,5.6,3.9,6.1,0.4,8.0,3.32,Low,20,Male,Not working,Magdalena Contreras,Yes,No,Yes
727,8.0,3.0,5.2,4.0,3.8,3.01,High,24,Female,Part-time,Miguel Hidalgo,No,No,No
728,5.9,2.3,6.5,5.6,3.7,2.9,Low,21,Male,Part-time,Coyoacan,No,Yes,Yes
729,9.1,3.9,6.3,4.6,0.1,2.98,High,25,Female,Full-time,Tlalpan,No,Yes,Yes
730,5.3,0.2,8.5,2.7,7.3,2.62,Low,24,Male,Full-time,Tlahuac,Yes,Yes,Yes
